% Tiempo en UTC
% *Espacios sin datos estan marcados con NaN (not a number)
%año  mes dia hora min sec BV(volts) Temp DO Q
%
2025  1 17  5 20  0 2.85 8.954 10.868 1.005
2025  1 17  5 25  0 2.85 8.963 10.876 1.005
2025  1 17  5 30  0 2.85 8.945 10.850 1.004
2025  1 17  5 35  0 2.85 8.954 10.877 1.005
2025  1 17  5 40  0 2.85 8.935 10.869 1.005
2025  1 17  5 45  0 2.85 8.945 10.866 1.005
2025  1 17  5 50  0 2.84 8.917 10.870 1.004
2025  1 17  5 55  0 2.84 8.926 10.867 1.004
2025  1 17  6  0  0 2.84 8.917 10.879 1.005
2025  1 17  6  5  0 2.84 8.935 10.866 1.005
2025  1 17  6 10  0 2.84 8.898 10.880 1.005
2025  1 17  6 15  0 2.84 8.917 10.877 1.005
2025  1 17  6 20  0 2.84 8.898 10.878 1.005
2025  1 17  6 25  0 2.84 8.889 10.884 1.005
2025  1 17  6 30  0 2.84 8.870 10.877 1.004
2025  1 17  6 35  0 2.84 8.870 10.894 1.005
2025  1 17  6 40  0 2.84 8.851 10.897 1.005
2025  1 17  6 45  0 2.84 8.851 10.882 1.005
2025  1 17  6 50  0 2.84 8.833 10.896 1.005
2025  1 17  6 55  0 2.84 8.833 10.893 1.005
2025  1 17  7  0  0 2.84 8.814 10.896 1.005
2025  1 17  7  5  0 2.84 8.823 10.887 1.005
2025  1 17  7 10  0 2.84 8.823 10.889 1.005
2025  1 17  7 15  0 2.84 8.795 10.918 1.006
2025  1 17  7 20  0 2.84 8.795 10.899 1.005
2025  1 17  7 25  0 2.84 8.786 10.910 1.005
2025  1 17  7 30  0 2.84 8.777 10.915 1.005
2025  1 17  7 35  0 2.84 8.758 10.917 1.005
2025  1 17  7 40  0 2.84 8.777 10.900 1.005
2025  1 17  7 45  0 2.84 8.767 10.912 1.005
2025  1 17  7 50  0 2.84 8.758 10.905 1.005
2025  1 17  7 55  0 2.84 8.758 10.904 1.005
2025  1 17  8  0  0 2.84 8.767 10.914 1.006
2025  1 17  8  5  0 2.84 8.739 10.914 1.005
2025  1 17  8 10  0 2.84 8.758 10.895 1.004
2025  1 17  8 15  0 2.84 8.721 10.925 1.005
2025  1 17  8 20  0 2.84 8.730 10.911 1.005
2025  1 17  8 25  0 2.84 8.730 10.913 1.005
2025  1 17  8 30  0 2.84 8.730 10.911 1.005
2025  1 17  8 35  0 2.84 8.702 10.928 1.005
2025  1 17  8 40  0 2.84 8.721 10.909 1.004
2025  1 17  8 45  0 2.84 8.702 10.919 1.005
2025  1 17  8 50  0 2.84 8.693 10.924 1.005
2025  1 17  8 55  0 2.84 8.702 10.920 1.005
2025  1 17  9  0  0 2.84 8.693 10.913 1.004
2025  1 17  9  5  0 2.84 8.693 10.921 1.005
2025  1 17  9 10  0 2.84 8.693 10.921 1.005
2025  1 17  9 15  0 2.84 8.702 10.917 1.005
