	2024	1	12	04   30	0.35		49.34	12	05   00	0.36	50.17	   	12	05   30	0.33	47.76									
	2024	1	12	06   00	0.36		50.17	12	06   30	0.34	48.55	   	12	07   00	0.34	48.55									
	2024	1	12	07   30	0.32		46.97	12	08   00	0.35	49.34	   	12	08   30	0.34	48.55									
	2024	1	12	09   00	0.32		46.97	12	09   30	0.33	47.76	   	12	10   00	0.32	46.97									
	2024	1	12	10   30	0.34		48.55	12	11   00	0.31	46.18	   	12	11   30	0.32	46.97									
	2024	1	12	12   00	0.31		46.18	12	12   30	0.33	47.76	   	12	13   00	0.31	46.18									
	2024	1	12	13   30	0.32		46.97	12	14   00	0.32	46.97	   	12	14   30	0.31	46.18									
	2024	1	12	15   00	0.33		47.76	12	15   30	0.33	47.76	   	12	16   00	0.35	49.34									
	2024	1	12	16   30	0.33		47.76	12	17   00	0.34	48.55	   	12	17   30	0.33	47.76									
	2024	1	12	18   00	0.35		49.34	12	18   30	0.33	47.76	   	12	19   00	0.33	47.76									
	2024	1	12	19   30	0.35		49.34	12	20   00	0.35	49.34	   	12	20   30	0.34	48.55									
	2024	1	12	21   00	0.34		48.55	12	21   30	0.34	48.55	   	12	22   00	0.34	48.55									
	2024	1	12	22   30	0.35		49.34	12	23   00	0.33	47.76	   	12	23   30	0.35	49.34									
	2024	1	13	00   00	0.35		49.34	13	00   30	0.34	48.55	   	13	01   00	0.34	48.55									
	2024	1	13	01   30	0.35		49.34	13	02   00	0.35	49.34	   	13	02   30	0.35	49.34									
	2024	1	13	03   00	0.35		49.34	13	03   30	0.35	49.34	   	13	04   00	0.37	50.99									
	2024	1	13	04   30	0.35		49.34	13	05   00	0.36	50.17	   	13	05   30	0.36	50.17									
	2024	1	13	06   00	0.36		50.17	13	06   30	0.36	50.17	   	13	07   00	0.36	50.17									
	2024	1	13	07   30	0.35		49.34	13	08   00	0.36	50.17	   	13	08   30	0.36	50.17									
	2024	1	13	09   00	0.35		49.34	13	09   30	0.36	50.17	   	13	10   00	0.35	49.34									
	2024	1	13	10   30	0.35		49.34	13	11   00	0.35	49.34	   	13	11   30	0.35	49.34									
	2024	1	13	12   00	0.35		49.34	13	12   30	0.36	50.17	   	13	13   00	0.36	50.17									
	2024	1	13	13   30	0.36		50.17	13	14   00	0.36	50.17	   	13	14   30	0.37	50.99									
	2024	1	13	15   00	0.37		50.99	13	15   30	0.36	50.17	   	13	16   00	0.36	50.17									
	2024	1	13	16   30	0.37		50.99	13	17   00	0.37	50.99	   	13	17   30	0.36	50.17									
	2024	1	13	18   00	0.36		50.17	13	18   30	0.36	50.17	   	13	19   00	0.36	50.17									
	2024	1	13	19   30	0.35		49.34	13	20   00	0.35	49.34	   	13	20   30	0.36	50.17									
	2024	1	13	21   00	0.36		50.17	13	21   30	0.36	50.17	   	13	22   00	0.34	48.55									
	2024	1	13	22   30	0.36		50.17	13	23   00	0.37	50.99	   	13	23   30	0.35	49.34									
	2024	1	14	00   00	0.35		49.34	14	00   30	0.35	49.34	   	14	01   00	0.36	50.17									
	2024	1	14	01   30	0.35		49.34	14	02   00	0.35	49.34	   	14	02   30	0.33	47.76									
	2024	1	14	03   00	0.38		51.82	14	03   30	0.34	48.55	   	14	04   00	0.34	48.55									
	2024	1	14	04   30	0.36		50.17	14	05   00	0.36	50.17	   	14	05   30	0.35	49.34									
	2024	1	14	06   00	0.34		48.55	14	06   30	0.36	50.17	   	14	07   00	0.35	49.34									
	2024	1	14	07   30	0.37		50.99	14	08   00	0.32	46.97	   	14	08   30	0.36	50.17									
	2024	1	14	09   00	0.35		49.34	14	09   30	0.34	48.55	   	14	10   00	0.34	48.55									
	2024	1	14	10   30	0.35		49.34	14	11   00	0.35	49.34	   	14	11   30	0.34	48.55									
	2024	1	14	12   00	0.34		48.55	14	12   30	0.34	48.55	   	14	13   00	0.37	50.99									
	2024	1	14	13   30	0.33		47.76	14	14   00	0.35	49.34	   	14	14   30	0.36	50.17									
	2024	1	14	15   00	0.36		50.17	14	15   30	0.35	49.34	   	14	16   00	0.35	49.34									
	2024	1	14	16   30	0.36		50.17	14	17   00	0.36	50.17	   	14	17   30	0.37	50.99									
	2024	1	14	18   00	0.34		48.55	14	18   30	0.38	51.82	   	14	19   00	0.37	50.99									
	2024	1	14	19   30	0.36		50.17	14	20   00	0.35	49.34	   	14	20   30	0.37	50.99									
	2024	1	14	21   00	0.37		50.99	14	21   30	0.35	49.34	   	14	22   00	0.35	49.34									
	2024	1	14	22   30	0.35		49.34	14	23   00	0.37	50.99	   	14	23   30	0.33	47.76									
	2024	1	15	00   00	0.36		50.17	15	00   30	0.35	49.34	   	15	01   00	0.36	50.17									
	2024	1	15	01   30	0.34		48.55	15	02   00	0.35	49.34	   	15	02   30	0.36	50.17									
	2024	1	15	03   00	0.37		50.99	15	03   30	0.36	50.17	   	15	04   00	0.34	48.55									
	2024	1	15	04   30	0.38		51.82	15	05   00	0.35	49.34	   	15	05   30	0.37	50.99									
	2024	1	15	06   00	0.35		49.34	15	06   30	0.37	50.99	   	15	07   00	0.35	49.34									
	2024	1	15	07   30	0.36		50.17	15	08   00	0.35	49.34	   	15	08   30	0.36	50.17									
	2024	1	15	09   00	0.37		50.99	15	09   30	0.33	47.76	   	15	10   00	0.35	49.34									
	2024	1	15	10   30	0.35		49.34	15	11   00	0.37	50.99	   	15	11   30	0.33	47.76									
	2024	1	15	12   00	0.35		49.34	15	12   30	0.35	49.34	   	15	13   00	0.36	50.17									
	2024	1	15	13   30	0.32		46.97	15	14   00	0.32	46.97	   	15	14   30	0.34	48.55									
	2024	1	15	15   00	0.33		47.76	15	15   30	0.34	48.55	   	15	16   00	0.31	46.18									
	2024	1	15	16   30	0.36		50.17	15	17   00	0.34	48.55	   	15	17   30	0.34	48.55									
	2024	1	15	18   00	0.33		47.76	15	18   30	0.35	49.34	   	15	19   00	0.36	50.17									
	2024	1	15	19   30	0.37		50.99	15	20   00	0.37	50.99	   	15	20   30	0.36	50.17									
	2024	1	15	21   00	0.37		50.99	15	21   30	0.36	50.17	   	15	22   00	0.36	50.17									
	2024	1	15	22   30	0.34		48.55	15	23   00	0.37	50.99	   	15	23   30	0.35	49.34									
	2024	1	16	00   00	0.36		50.17	16	00   30	0.34	48.55	   	16	01   00	0.36	50.17									
	2024	1	16	01   30	0.36		50.17	16	02   00	0.35	49.34	   	16	02   30	0.36	50.17									
	2024	1	16	03   00	0.36		50.17	16	03   30	0.38	51.82	   	16	04   00	0.35	49.34									
	2024	1	16	04   30	0.37		50.99	16	05   00	0.36	50.17	   	16	05   30	0.38	51.82									
	2024	1	16	06   00	0.37		50.99	16	06   30	0.36	50.17	   	16	07   00	0.37	50.99									
	2024	1	16	07   30	0.37		50.99	16	08   00	0.38	51.82	   	16	08   30	0.36	50.17									
	2024	1	16	09   00	0.38		51.82	16	09   30	0.35	49.34	   	16	10   00	0.37	50.99									
	2024	1	16	10   30	0.35		49.34	16	11   00	0.36	50.17	   	16	11   30	0.36	50.17									
	2024	1	16	12   00	0.35		49.34	16	12   30	0.36	50.17	   	16	13   00	0.35	49.34									
	2024	1	16	13   30	0.36		50.17	16	14   00	0.35	49.34	   	16	14   30	0.37	50.99									
	2024	1	16	15   00	0.34		48.55	16	15   30	0.37	50.99	   	16	16   00	0.35	49.34									
	2024	1	16	16   30	0.36		50.17	16	17   00	0.34	48.55	   	16	17   30	0.37	50.99									
